Id,Label,Art_num
4479,Łukasz Kołodziej,7
4480,Mateusz Kołodziej,20
4481,Michał Kołodziej,1
4482,Piotr Kołodziej,10
4483,Radosław Kołodziej,1
4484,Tomasz Kołodziej,2
4485,Tomasz Kołodziej,11
4486,Tomasz Kołodziej,14
4487,Wiktoria Kołodziej,2
4488,Magdalena Kołodziejczak,1
4489,Agata Maria Kołodziejczyk,3
4490,Andrzej Kołodziejczyk,22
4491,Ewa Kołodziejczyk,133
4492,Joanna Kołodziejczyk,1
4493,Krzysztof Kołodziejczyk,18
4494,Marcin Kołodziejczyk,115
4495,Paweł Kołodziejczyk,5
4496,Elżbieta Kołodziejska,2
4497,Ewa Kołodziejska,3
4498,Albert Kołodziejski,3
4499,Karol Kołomański,2
4500,Michał Kołomański,2
4501,Anna M. Kolonko,1
4502,Karolina Kołtyś,2
4503,Weronika Kołucka-Szypuła,6
4504,Adam Kolusz,1
4505,Grzegorz Kolusz,3
4506,Liliana Kolwicz-Chodak,1
4507,Magdalena Kolybacz,21
4508,Sebastian Komarek,1
4509,Adam Komarzewski,15
4510,Filip Komarzyniec,1
4511,Kamila Komędera,1
4512,Anna Komenda,4
4513,Wiktor Komenda,3
4514,Konrad Komnata,1
4515,Wojciech Komnata,35
4516,Dawid Komorek,6
4517,Mateusz Komorkiewicz,2
4518,Stanisław Komornicki,23
4519,Ewa Komorowska-Czepirska,71
4520,Artur Komorowski,31
4521,Maciej Komorowski,2
4522,Tadeusz Komorowski,18
4523,Dawid Komosa,1
4524,Hubert Kompanowski,1
4525,Jerzy Konarski,1
4526,Michał Konarski,4
4527,Mikołaj Konarski,2
4528,Damian Konaszewski,1
4529,Tomasz Konaszyński,1
4530,Wojciech Koncewicz,3
4531,Anna Kondak,5
4532,Tomasz Kondek,20
4533,Natalia Kondracka,18
4534,Artur Kondracki,3
4535,Łukasz Kondracki,3
4536,Rafał Koneczny,31
4537,Anna Konefał,1
4538,Jadwiga Konefał-Góral,2
4539,Szymon Konefał,22
4540,Artur Konewecki,2
4541,Angelika Konieczna,12
4542,Bożena Konieczna-Świątek,2
4543,Anna Konieczny,24
4544,Anna Konieczny,6
4545,Jarosław Konieczny,1
4546,Marek Konieczny,137
4547,Zofia Konik,22
4548,Adrian Konior,25
4549,Kamil Koniuch,11
4550,Anna Końko,3
4551,Joanna Końko,7
4552,Paulina Konkolewska,6
4553,Agnieszka Konon,1
4554,Anna Konop,12
4555,Adrianna Konopa,1
4556,Elżbieta Konopka,36
4557,Izabela Konopka,36
4558,Krzysztof Konopka,4
4559,Piotr Konopka,15
4560,Leszek Koński,137
4561,Puntos Cyryl Konstantinovski,3
4562,Dariusz Konstanty,1
4563,Janusz Konstanty,2
4564,Patrycja Kontek,139
4565,Barbara Kopacz,1
4566,Marek Kopacz,1
4567,Michał Kopacz,13
4568,Michał Kopacz,12
4569,Sebastian Kopacz,1
4570,Katarzyna Kopala,28
4571,Piotr Kopciejewski,2
4572,Paweł Kopciewicz,1
4573,Krzysztof Kopciowski,50
4574,Adrian Kopeć,1
4575,Anna Kopeć,3
4576,Ewa Kopeć,1
4577,Ewa Kopeć,1
4578,Filip Kopeć,1
4579,Justyna Kopeć,1
4580,Maciej Kopeć,30
4581,Mariusz Kopeć,14
4582,Monika Kopeć,36
4583,Piotr Kopeć,1
4584,Roman Kopeć,1
4585,Sara M. Kopeć,2
4586,Sławomir Kopeć,1
4587,Anna Kopeć-Surzyn,7
4588,Szymon Kopeć,4
4589,Bartłomiej Kopecki,2
4590,Dominik Kopek,1
4591,Paulina Kopera,1
4592,Paweł Koperek,2
4593,Magdalena Kopernik,23
4594,Stefan Koperny,94
4595,Filip Koperski,1227
4596,Agnieszka Kopia,2
4597,Łukasz Kopij,171
4598,Jan Koprowski,4
4599,Wiesław Koprowski,34
4600,Katarzyna Koptyra,7
4601,Aleksandra Kopyć,32
4602,Dariusz Kopyciński,1
4603,Łukasz Kopyciński,223
4604,Mateusz Kopyściański,2
4605,Grzegorz Kopyt,101
4606,Edyta Kopytek,1
4607,Bogdan Koraszewski,2
4608,Andrzej Korba,1
4609,Patryk Korban,1
4610,Monika Korbecka,3
4611,Adam Korbel,2
4612,Andrzej Korbel,48
4613,Kazimierz Korbel,155
4614,Tomasz Korbiel,6
4615,Paweł Korbut,149
4616,Antoni Korcyl,4
4617,Joanna Korczok,40
4618,Radosław Korczyński,5
4619,Wojciech Korczyński,1
4620,Aneta Korda-Burza,13
4621,Rafał Kordaczek,8
4622,Marcin Kordas,1
4623,Szymon Kordaszewski,1
4624,Jacek Kordek,120
4625,Marian Kordek,13
4626,Nazar Kordiumov,9
4627,Marta Kordulska,1
4628,Igor Kordzi,1
4629,Józef Korecki,283
4630,Tomasz Korecki,283
4631,Zbigniew Korendo,1
4632,Katarzyna Korfanty,9
4633,Tomasz Korfel,8
4634,Jakub Korman,1
4635,Kamil Kornaus,1
4636,Przemysław Korohoda,76
4637,Blanka Korona,182
4638,Krzysztof Korona,1
4639,Edward Korpal,1
4640,Aleksander Korpalski,1
4641,Marta Korput,2
4642,Krzysztof Korski,1
4643,Jakub Korta,5
4644,Adam Korus,27
4645,Filip Korus,29
4646,Jarosław Korus,1
4647,Paweł Korus,1
4648,Sebastian Koryciak,49
4649,Barbara Korytowska,142
4650,Adam Korytowski,4
4651,Adam Korytowski,40
4652,Karolina Korż,2
4653,Marek Korzec,1
4654,Maria Korzec,91
4655,Michał Korzec,1
4656,Natalia Korzec,5
4657,Anna Korzeń,4
4658,Kinga Korzeń,14
4659,Tomasz Korzeń,113
4660,Zbigniew Korzeń,1
4661,Anna Korzeniewska,1
4662,Monika Korzeniowska,30
4663,Łukasz Korzeniowski,2
4664,Marek Korzeniowski,8
4665,Roman Korzeniowski,2
4666,Waldemar Korzeniowski,50
4667,Barbara Korzuśnik,100
4668,Michał Korzycki,13
4669,Andrzej Kos,13
4670,Artur Kos,262
4671,Beata Kosa-Burda,10
4672,Mateusz Kosakowski,11
4673,Paweł Kosakowski,1
4674,Krzysztof Kosała,146
4675,Rafał Kościej,91
4676,Aneta Kościelna,3
4677,Anita Kościelniak,1
4678,Anna Kościelniak,1
4679,Jakub Kościelniak,2
4680,Jan Kościelniak,1
4681,Wojciech Kościelniak,4
4682,Dariusz Kościelnik,1
4683,Kamil Kościelny,222
4684,Jacek Kościow,2
4685,Paweł Kościuszko,2
4686,Andrzej Kosecki,2
4687,Jadwiga Kosek,3
4688,Jakub Kosek,8
4689,Katarzyna Kosek-Szott,2
4690,Ambalika Koshti,108
4691,Anna Kosiek,1
4692,Milena Kosim,2
4693,Anna Kosińska,2
4694,Joanna Kosińska,1
4695,Katarzyna Kosińska,17
4696,Jacek Kosiński,1
4697,Joanna Kosior,22
4698,Urszula Kosior,4
4699,Filip Kosiorowski,1
4700,Stanisław Kosiorowski,5
4701,Karolina Kosmala,35
4702,Karolina Kośmińska,2
4703,Jakub Kosno,106
4704,Jakub Kosobucki,1
4705,Agnieszka Kosoń-Schab,1
4706,Artur Kosonowski,18
4707,Dominika Kosowska,43
4708,Karolina Kosowska,2
4709,Katarzyna Kosowska,29
4710,Adam Kosowski,2
4711,Michał Kosowski,13
4712,Piotr Kosowski,2
4713,Karolina Kossakowska,111
4714,Jan Kostecki,27
4715,Karol Kostecki,3
4716,Michał Kostępski,1
4717,Krzysztof Kostilek,1
4718,Anastasiia Kostiuk,1
4719,Anna Kostka,3
4720,Magdalena Kostołowska,36
4721,Paulina Kostro,20
4722,Łukasz Kostrzewski,1
4723,Maciej Kostrzewski,2
4724,Aleksander Kostuch,11
4725,Rafał Kosturek,5
4726,Bogdan Tomasz Kosturkiewicz,1
4727,Paweł Kosydor,107
4728,Joanna Koszyk,8
4729,Marcin Koszyk,1
4730,Agata Kot,12
4731,Aleksander Kot,3
4732,Andrzej Tadeusz Kot,64
4733,Dawid Kot,81
4734,Iwona Kot,1
4735,Małgorzata Kot,19
4736,Marcin Kot,2
4737,Alicja Kot-Niewiadomska,305
4738,Piotr Kot,13
4739,Przemysław Kot,8
4740,Radosław Kot,21
4741,Radosław Kotaba,4
4742,Piotr Kotara,2
4743,Andrzej Kotarba,4
4744,Katarzyna Kotarba,3
4745,Maciej Kotarba,14
4746,Michał Kotarba,267
4747,Paulina Kotas,2
4748,Bogusław Kotecki,1
4749,Anna Koteja,1
4750,Marcin Koter,34
4751,Patrycja Koterla,2
4752,Piotr Kotko,1
4753,Janusz Kotlarczyk,26
4754,Ewelina Kotlarska,15
4755,Marcin Kotlarz,1
4756,Mateusz Kotlarz,1
4757,Bożena Kotowicz,3
4758,Michał Kotra,2
4759,Igor Kotsan,3
4760,Kamila Kotulska,2
4761,Leszek Kotulski,2
4762,Krzysztof Kotwica,105
4763,Łukasz Kotwica,231
4764,Michał Kotwica,108
4765,Michał Kotwica,1
4766,Michalina Kotwica,1
4767,Stanisław Kotyła,1
4768,Daniel Kotyras,10
4769,Jarosław Kotyza,6
4770,Agnieszka M. Kowal,34
4771,Barbara Kowal,78
4772,Anna Kowal-Chwast,88
4773,Dominik Kowal,61
4774,Janusz Kowal,61
4775,Justyna Kowal-Kasprzyk,214
4776,Krzysztof Kowal,33
4777,Marek Kowal,1
4778,Radosław Kowal,58
4779,Mateusz Kowalcze,115
4780,Jerzy Kowalczuk,16
4781,Andrzej Kowalczyk,73
4782,Anna Kowalczyk,1
4783,Barbara Kowalczyk,15
4784,Bogusław Kowalczyk,4
4785,Danuta Kowalczyk-Cudak,8
4786,Dawid Kowalczyk,5
4787,Dominik Kowalczyk,1
4788,Elżbieta Kowalczyk,2
4789,Magdalena Kowalczyk-Hauser,6
4790,Jakub Kowalczyk,6
4791,Janusz Kowalczyk,1
4792,Kamil Kowalczyk,6
4793,Kinga Kowalczyk,1
4794,Konrad Kowalczyk,1
4795,Krzysztof Kowalczyk,71
4796,Małgorzata Kowalczyk,3
4797,Małgorzata Kowalczyk,3
4798,Marcin Kowalczyk,1
4799,Mikołaj Kowalczyk,16
4800,Agata Kowalczyk-Pasek,1
4801,Patryk Kowalczyk,2
4802,Paweł Kowalczyk,1
4803,Paweł Kowalczyk,3
4804,Piotr Kowalczyk,1
4805,Joanna Kowalczyk-Szpyt,1
4806,Weronika Kowalczyk,11
4807,Wioletta Kowalczyk,1
4808,Wojciech Kowalczyk,3
4809,Ewelina Kowalewska,4
4810,Adam Kowalewski,6
4811,Michał Kowalewski,116
4812,Zbigniew Kowalewski,57
4813,Bartosz Kowaliczek,57
4814,Adam Kowalik,1
4815,Agnieszka Kowalik,1
4816,Aleksandra Kowalik,5
4817,Bartosz Kowalik,1
4818,Gabriel Kowalik,4
4819,Mariola Kowalik-Hyla,6
4820,Kamila Kowalik,2
4821,Maciej Kowalik,3
4822,Marcin Kowalik,49
4823,Marcin Kowalik,49
4824,Marta Kowalik,2
4825,Paulina Kowalik,2
4826,Paweł Kowalik,1
4827,Remigiusz Kowalik,3
4828,Stanisław Kowalik,203
4829,Wojciech Kowalik,19
4830,Anna Kowalska,42
4831,Joanna Kowalska,41
4832,Kinga Kowalska,86
4833,Krystyna Kowalska,2
4834,Iwona Kowalska-Kubsik,1
4835,Milena Kowalska,10
4836,Natalia Kowalska,1
4837,Paula Kowalska,25
4838,Adam Kowalski,2
4839,Adam Kowalski,82
4840,Bartosz Kowalski,1
4841,Bernard Kowalski,1
4842,Błażej Kowalski,8
4843,Edward Kowalski,1
4844,Jakub Kowalski,2
4845,Jakub Kowalski,20
4846,Jan Kowalski,30
4847,Józef Kowalski,1
4848,Karol Kowalski,11
4849,Kazimierz Kowalski,1
4850,Łukasz Kowalski,155
4851,Łukasz Leszek Kowalski,1
4852,Marcin Kowalski,21
4853,Mateusz Kowalski,1
4854,Michał Kowalski,51
4855,Michał Kowalski,51
4856,Piotr Kowalski,1
4857,Piotr Andrzej Kowalski,2
4858,Rafał Kowalski,56
4859,Roman Kowalski,9
4860,Tadeusz Kowalski,1
4861,Tomasz Kowalski,972
4862,Tomasz Wojciech Kowalski,5
4863,Włodzimierz Piotr Kowalski,63
4864,Zygmunt Kowalski,174
4865,Izabela Kowarska,38
4866,Michał Kowol,17
4867,Witold Kowol,3
4868,Joanna Kowynia,13
4869,Jakub Koza,8
4870,Tadeusz Koza,3
4871,Jarosław Franciszek Kozaczka,5
4872,Kacper Kozaczko,117
4873,Maciej Kozaczyk,1
4874,Beata Kozak,2
4875,Karolina Kozak,1
4876,Marzena Kozak,12
4877,Paweł Kozak,1
4878,Ryszard Kozakiewicz,5
4879,Bartłomiej Kozakowski,38
4880,Janusz Kozana,46
4881,Alina Kozarkiewicz,119
4882,Arian Koźbiał,173
4883,Tomasz Kozdra,6
4884,Mateusz Kozek,13
4885,Bartosz Kozera,14
4886,Marzena Koziak,3
4887,Michał Koziarski,1
4888,Robert Koziarski,28
4889,Marcelina Koziej,2
4890,Maciej Kozieja,1
4891,Agata Kozieł,3
4892,Arkadiusz Kozieł,2
4893,Diana Kozieł,4
4894,Jacek Kozieł,9
4895,Kamil Kozieł,6
4896,Mateusz Kozieł,1
4897,Michał Kozieł,1
4898,Rafał Kozieł,15
4899,Tomasz Kozieł,2
4900,Dawid Kozień,109
4901,Magdalena Kozień,61
4902,Sławomir Kozień,5
4903,Jarosław Kozik,1
4904,Julia Kozik,27
4905,Rafał Kozik,1
4906,Tomasz Kozik,1
4907,Tatiana Kozikowska,21
4908,Iryna Kozina,1
4909,Marta Kozina,12
4910,Stanisław Koziński,1
4911,Anna Kozioł,30
4912,Kacper Kozioł,26
4913,Kamil Kozioł,1
4914,Krystian Kozioł,2
4915,Magdalena Kozioł,65
4916,Marta Kozioł,1
4917,Martyna Kozioł,1
4918,Mateusz Kozioł,2
4919,Michael Kozioł,17
4920,Anna Kozioł-Rachwał,1
4921,Stanisław Kozioł,93
4922,Weronika Kozioł,12
4923,Wiesław Kozioł,6
4924,Wojciech Kozioł,167
4925,Jarosław Koźlak,2
4926,Kamil Koźlak,139
4927,Barbara Kozłowska,7
4928,Karolina Kozłowska,1
4929,Anna Kozłowska-Róg,6
4930,Andrzej Kozłowski,33
4931,Daniel Kozłowski,120
4932,Jarosław Kozłowski,1
4933,Konrad Kozłowski,2
4934,Maciej Kozłowski,1
4935,Michał Kozłowski,1
4936,Piotr Kozłowski,1
4937,Gabriela A. Kozub-Budzyń,1
4938,Magdalena Kozub,62
4939,Adam Kozubal,2
4940,Katarzyna Kozubal,4
4941,Michał Kozupa,25
4942,Miłosz Kożusznik,25
4943,Izabela Kozyra,1
4944,Julian Krach,1
4945,Izabela Kraczkowska,7
4946,Ignacy Kraiński,10
4947,Łucja Kraj,1
4948,Maksymilian Krajcarz,8
4949,Adrian Krajewski,1
4950,Marcin Krajewski,1
4951,Paweł Krzysztof Krajewski,78
4952,Witold K. Krajewski,70
4953,Anna Krak,171
4954,Joanna Krakowiak,3
4955,Mirosław Krakowiak,2
4956,Małgorzata Krakowian,4
4957,Agata Krakowska,3
4958,Paulina Krakowska-Madejska,56
4959,Tomasz Krakowski,140
4960,Jerzy Kral,88
4961,Dominika Krala,10
4962,Piotr Kramarczyk,1
4963,Szymon Kramarz,15
4964,Marek Kranc,1
4965,Marek Krąpiec,5
4966,Dagmara Kras,264
4967,Mateusz Kras,1
4968,Szczepan Kras,2
4969,Renata Kraska,1
4970,Michał Krasnopolski,1
4971,Roman Krasowski,2
4972,Krzysztof Krassowski,7
4973,Anna Kraszewska,8
4974,Marta Kraszewska,29
4975,Stefan Kraszewski,27
4976,Wojciech Kraszewski,2
4977,Daniel Krause,60
4978,Anna Maria Krautwurst,9
4979,Daria Krauze,1
4980,Krzysztof Bolesław Krauze,5
4981,Anastasiia Kravets,296
4982,Andrzej Jerzy Krawczyk,1
4983,Angelika Krawczyk,17
4984,Artur Krawczyk,1
4985,Artur Krawczyk,128
4986,Grzegorz Krawczyk,9
4987,Jakub Krawczyk,5
4988,Jan Michał Krawczyk,2
4989,Janusz Krawczyk,3
4990,Jerzy Krawczyk,60
4991,Kamil Krawczyk,72
4992,Krzysztof Krawczyk,1
4993,Krzysztof Krawczyk,13
4994,Krzysztof Krawczyk,3
4995,Łukasz Krawczyk,1
4996,Magdalena Krawczyk,10
4997,Małgorzata Krawczyk,8
4998,Małgorzata Jadwiga Krawczyk,12
4999,Mateusz Krawczyk,69
5000,Monika Krawczyk,3
5001,Natalia Krawczyk,3
5002,Paweł A. Krawczyk,14
5003,Stanisław Krawczyk,11
5004,Wiktor Krawczyk,26
5005,Aldona Krawczykowska,16
5006,Damian Krawczykowski,62
5007,Lidia Krawentek,84
5008,Jerzy Krawiarz,33
5009,Adrian Krawiec,36
5010,Halina Krawiec,1
5011,Henryk Krawiec,270
5012,Joanna Krawiec,12
5013,Krzysztof Krawiec,7
5014,Krzysztof Krawiec,5
5015,Andrzej Krawontka,1
5016,Grażyna Krech,1
5017,Stanisław Kreczmer,4
5018,Andrzej Kreft,2
5019,Wojciech Kreft,19
5020,Przemysław Krehlik,28
5021,Krystyna Kreiner,134
5022,Jakub Kremer,16
5023,Christina Kremmyda,339
5024,Agata Krempa,2
5025,Ewa Kret,7
5026,Paulina Kret,21
5027,Paweł Krewniak,2
5028,Aldona Krężel,29
5029,Aleksandra Krężel,2
5030,Beata Krężołek,3
5031,Marek Krężołek,2
5032,Michał Krobicki,3
5033,Marek Krobot,410
5034,Janusz Kazimierz Krochmal,2
5035,Piotr Kroczek,15
5036,Sebastian Kroczka,1
5037,Iwona Krogulska,1
5038,Małgorzata Krok-Borkowicz,1
5039,Michał Krok,123
5040,Piotr Krokoszyński,2
5041,Barbara Krokowska,17
5042,Aleksandra Król,1
5043,Alicja Król,1
5044,Andrzej Król,1
5045,Bartłomiej Król,1
5046,Damian Król,1
5047,Dariusz Król,1
5048,Dorota Król,56
5049,Ewa Król,2
5050,Grzegorz Król,11
5051,Grzegorz Król,1
5052,Jakub Król,10
5053,Bartłomiej Król-Józaga,2
5054,Karolina Król,4
5055,Katarzyna Król,2
5056,Jadwiga Król-Korczak,56
5057,Magdalena Król,7
5058,Magdalena Król,183
5059,Malwina Król,1
5060,Klaudia Król-Morkisz,1
5061,Aleksandra Król-Nowak,30
5062,Paweł Król,17
5063,Paweł Król,27
5064,Jarosław Królewski,9
5065,Agnieszka Królicka,9
5066,Dariusz Królicki,197
5067,Kinga Królikowska,1
5068,Igor Królikowski,1
5069,Maciej Królikowski,28
5070,Marcin Królikowski,11
5071,Mikołaj Kromka,8
5072,Klaudia Kromołowska,1
5073,Agnieszka Kromska,1
5074,Karol Krop,1
5075,Maciej Kropiewnicki,27
5076,Michał Krośniak,1
5077,Łukasz Krubnik,3
5078,Marian Kruciński,1
5079,Paulina Kruczała,3
5080,Jakub Kruczek,2
5081,Paulina Kruczek,1
5082,Robert Kruczek,1
5083,Wojciech Kruczkowski,1
5084,Adam Kruk,2
5085,Andrzej Kruk,217
5086,Bartłomiej Kruk,48
5087,Karolina Kruk,1
5088,Mateusz Kruk,2
5089,Anna Krukiewicz-Gacek,1
5090,Karol Krukowski,9
5091,Grażyna Krupa,30
5092,Jacek Krupa,30
5093,Jacek Krupa,1
5094,Jolanta Krupa,2
5095,Mikołaj Krupa,16
5096,Stanisław Krupa,2
5097,Wojciech Krupa,28
5098,Łukasz Krupczak,270
5099,Grażyna Krupińska,3
5100,Krzysztof Krupiński,6
5101,Mateusz Krupnik,3
5102,Sophia Krupnik,1
5103,Paulina Krupska-Wolas,2
5104,Magdalena Kruszelnicka,1
5105,Michał Kruszewski,2
5106,Krystyna Kruszyńska,5
5107,Radosław Kruzel,1
5108,Anna Kryczka,7
5109,Paweł Kryczyk,7
5110,Karolina Krygowska,1
5111,Natalia Krygowska,1
5112,Tomasz Kryjak,1
5113,Krzysztof Kryk,125
5114,Oleksander Kryshtal,74
5115,Sonia Krysiak,74
5116,Zuzanna J. Krysiak,14
5117,Michał Kryska,32
5118,Katarzyna Kryszyn,1
5119,Bartosz Kryza,2
5120,Tomir Kryza,71
5121,Dominik Kryzia,2
5122,Katarzyna Kryzia,5
5123,Łukasz Krzak,50
5124,Mariusz Krzak,45
5125,Mateusz Krzak,85
5126,Szymon Krzak,29
5127,Wojciech Krzaklewski,1
5128,Piotr Krzeczek,6
5129,Aleksandra Krzemień,3
5130,Kamil Krzemień,1
5131,Mateusz Krzemiński,1
5132,Dariusz Krzepkowski,5
5133,Aneta Krzystek,1
5134,Agnieszka Krzystyniak,1
5135,Magdalena Krzysztofik,1
5136,Wojciech Krzysztofik,11
5137,Danuta Krzysztoń,1
5138,Wojciech Krzysztoń,13
5139,Jakub Krzywda,2
5140,Maciej Krzywda,3
5141,Magdalena Krzywda,3
5142,Justyna Krzywdziak,6
5143,Patryk Krzywdziński,0
5144,Aleksandra Krzywicka,8
5145,Daniel Krzywicki,8
5146,Paweł Krzyworączka,9
5147,Natalia Krzyworzeka,5
5148,Piotr Krzyworzeka,7
5149,Agnieszka Krzyżak,67
5150,Artur Tadeusz Krzyżak,6
5151,Katarzyna Krzyżak,136
5152,Aleksandra Krzyżanowska,2
5153,Joanna Krzyżanowska,48
5154,Andrzej M. Krzyżanowski,1
5155,Michał Krzyżanowski,62
5156,Krzysztof Krzyżek,45
5157,Robert Krzyżek,3
5158,Łukasz Krzyżowski,48
5159,Sara Krzyżyk,69
5160,Dawid Książek,1
5161,Judyta Książek,18
5162,Marzanna Maria Książek,10
5163,Michał Książek,31
5164,Natalia Książek,4
5165,Piotr Książek,5
5166,Roger Książek,5
5167,Wojciech Książek,68
5168,Marek Książkiewicz,2
5169,Karina Księżna,2
5170,Karolina Księżopolska,3
5171,Marek Księżyk,2
5172,Marianna Księżyk,1
5173,Joanna Kubacka,78
5174,Tomasz Kubacka,1
5175,Anna Kubarek,3
5176,Bogusław Kubas,1
5177,Szymon Kubasiak,3
5178,Mateusz Kubaszek,1
5179,Wojciech Kubaty,10
5180,Maciej Kubeł,1
5181,Joanna Aleksandra Kubiak,6
5182,Władysław Kubiak,1
5183,Aleksandra Kubica,265
5184,Dorota Kubica-Bąk,3
5185,Barbara Kubica,2
5186,Hieronim Kubica,119
5187,Justyna Kubica,2
5188,Kamil Kubica,3
5189,Łukasz Kubica,1
5190,Agata Kubiczek,11
5191,Anna Kubiczek,1
5192,Marek Kubiczek,1
5193,Marcin Kubieniec,1
5194,Artur Kubik,3
5195,Edyta Kubik,3
5196,Grzegorz Kubik,1
5197,Małgorzata Kubik,1
5198,Paweł Kubik,10
5199,Ewa Kubińska-Jabcoń,1
5200,Radosław Kubiński,84
5201,Wiktor Kubiński,1
5202,Klaudia Kubisty,98
5203,Katarzyna Kubiszyn,3
5204,Joanna Kuboś,13
5205,Maciej Kubowicz,2
5206,Urszula Kubsik,5
5207,Adam Kuc,10
5208,Joanna Kuc,3
5209,Tadeusz Kuc,8
5210,Michał Kucab,73
5211,Marta Kucejko,3
5212,Wojciech Kucewicz,717
5213,Henryk Kucha,717
5214,Andrzej Kucharczyk,57
5215,Gabriela Kucharczyk,17
5216,Justyna Kucharczyk,1
5217,Katarzyna Kucharczyk,1
5218,Monika Kucharczyk-Kubacka,2
5219,Mariusz Kucharczyk,14
5220,Sylwia Kucharczyk,1
5221,Szymon Kucharczyk,12
5222,Edyta Kucharska,1
5223,Milena Kucharska,63
5224,Dariusz Kucharski,29
5225,Jan Kucharski,14
5226,Marian Kucharski,31
5227,Marian Kucharski,60
5228,Przemysław Kucharski,9
5229,Konrad Kucharzyk,2
5230,Jan Kuchmacz,1
5231,Krzysztof R. Kuchta,5
5232,Mateusz Kuchta,4
5233,Zofia Kucia,5
5234,Juliusz Kuciakowski,5
5235,Grzegorz Kuciński,27
5236,Klaudia Kućmierz,20
5237,Paweł Kućmierz,1
5238,Marcin Kucza,5
5239,Witold Kucza,55
5240,Barbara Kuczek,55
5241,Justyna Kuczek,1
5242,Krzysztof Kuczek,14
5243,Łukasz Kuczek,3
5244,Marek Kuczera,43
5245,Paweł Kuczera,2
5246,Zbigniew Kuczera,64
5247,Hanna Kuczewska,82
5248,Justyna Kuczkowska,1
5249,Iwona Kuczyńska,2
5250,Marika Kuczyńska,62
5251,Dawid Kuczyński,5
5252,Szymon Kuczyński,3
5253,Michał Piotr Kud,90
5254,Paweł Kudela,6
5255,Piotr Kudela,2
5256,Mariusz Kudełko,9
5257,Rafał Kudelski,48
5258,Gabriel Kuderowicz,48
5259,Adam Kudła,28
5260,Paulina Kudła,1
5261,Jerzy Kudłaty,1
5262,Andrii Kudriashov,5
5263,Jacek Kudrys,15
5264,Joanna Kudyba,65
5265,Jakub Kudzia,2
5266,Kamil Kudzia,1
5267,Matylda Kudzia,1
5268,Karol Kuglarz,4
5269,Kamil Kuglin,4
5270,Dibyendu Kuiri,28
5271,Edyta Kuk,5
5272,Michał Kuk,27
5273,Stefan Kukiałka,19
5274,Aleksandra Kukiełka,33
5275,Grzegorz Kukiełka,2
5276,Piotr Kukiełka,2
5277,Wiktor Kuklewski,2
5278,Krzysztof Kukliński,1
5279,Karolina Kukuła,5
5280,Mariola Kukuła,1
5281,Aneta Kukułka,1
5282,Krzysztof Kukułka,1
5283,Bartłomiej Kukulski,3
5284,Alina Kula,32
5285,Anna Kula,1
5286,Krystian Kula,81
5287,Marcin Kula,1
5288,Michał Kula,1
5289,Paweł Kułaga,2
5290,Rafał Kułaga,16
5291,Tomasz Kułaga,1
5292,Andrzej Kułak,5
5293,Magdalena Kułakowska,68
5294,Konrad Kułakowski,2
5295,Krzysztof Kułakowski,93
5296,Paweł Kułakowski,221
5297,Krzysztof Kulawik,62
5298,Joanna Kulczycka,15
5299,Antoni Kulczycki,266
5300,Jerzy Kulczycki,13
5301,Marek Kulczycki,25
5302,Piotr Kulczycki,17
5303,Monika Kulczyk,58
5304,Paweł Kulecki,25
5305,Józef Kuleczka,1
5306,Łukasz Kulesza,25
5307,Dominika Kulig,20
5308,Paweł Kulig,2
5309,Sebastian Kulig,1
5310,Sebastian Kulig,1
5311,Zygmunt Kulig,2
5312,Kacper Kulik,1
5313,Maciej Kulik,6
5314,Marek Kulik,2
5315,Karol Kulinowski,1
5316,Piotr Kulinowski,2
5317,Lucyna Kulińska,6
5318,Stanisław Kuliński,138
5319,Cezary Kulis,91
5320,Szymon Kulis,4
5321,Andrzej Kulka,2
5322,Jan Kulka,16
5323,Ryszard Kulma,96
5324,Katarzyna Kulmaczewska,12
5325,Anna Kulpa,55
5326,Mykola Kulpa,2
5327,Anna Kulpa-Ogdowska,1
5328,Zbigniew Kulski,4
5329,Aleksandra Kultys,14
5330,Vitalij Kułynycz,12
5331,Alagarsamy Santhana Krishna Kumar,1
5332,Ashutosh Kumar,21
5333,Mateusz Kumięga,12
5334,Michał Andrzej Kumor,3
5335,Marta Kumorowska,1
5336,Agnieszka Kuna,7
5337,Dawid Kuna,3
5338,Mikołaj Kundegórski,1
5339,Anna Kunecka,7
5340,Maciej Kuniewski,1
5341,Jacek Kunysz,2
5342,Arkadiusz Kupczak,75
5343,Małgorzata Kupczyk,6
5344,Marcel Kupiec,19
5345,Piotr Kupiec,1
5346,Marcin Kupiński,1
5347,Justyna Kupis-Rozmysłowicz,3
5348,Mateusz Kupisz,3
5349,Adam Kupras,39
5350,Tomasz Kura,3
5351,Łucja Maria Kuraś,1
5352,Olga Kuras,25
5353,Przemysław Kuras,1
5354,Ewa Kurasiak,13
5355,Aleksy Kurbiel,73
5356,Przemysław Kurc,1
5357,Leszek Kurcz,7
5358,Krzysztof Kurczab,1
5359,Dominika Kurczyna,126
5360,Wiesław Kurdowski,1
5361,Franciszek Kurdziel,4
5362,Marcin Kurdziel,48
5363,Piotr Kurdziel,18
5364,Magdalena Kurek,39
5365,Tomasz Kurek,3
5366,Tytus Kurek,13
5367,Zuzanna Kurek,0
5368,Eugeniusz Kurgan,6
